experiment,method,initialization,n,beta,metric,mean_paired_difference,ci_lower,ci_upper,n_pairs
main,uniform_action_oracle,uniform,128,0.1,q,-0.14821870495893952,-0.14902564781261946,-0.14741176210525958,20
main,uniform_action_oracle,uniform,128,0.1,pi1_a0,-0.11341758040471442,-0.11367156051080723,-0.1131636002986216,20
main,visitation_only_oracle,uniform,128,0.1,population_return,0.0015147754749765042,0.001450326400777444,0.0015792245491755643,20
main,visitation_only_oracle,uniform,128,0.1,q,0.001458606595215145,0.0013907878787026416,0.0015264253117276486,20
main,visitation_only_oracle,uniform,128,0.1,pi1_a0,0.0007491777127763332,0.0007181625277250604,0.0007801928978276061,20
main,full_pooled_fisher_oracle,uniform,128,0.1,population_return,-0.1783210557021389,-0.1788062120849931,-0.17783589931928473,20
main,full_pooled_fisher_oracle,uniform,128,0.1,q,-0.14451530562032167,-0.1452480325279848,-0.14378257871265854,20
main,full_pooled_fisher_oracle,uniform,128,0.1,pi1_a0,-0.11258366890970584,-0.11284063290404962,-0.11232670491536205,20
main,detached_conditional_sampled,uniform,128,0.1,population_return,-0.17980310378193234,-0.18035685933696066,-0.17924934822690403,20
main,detached_conditional_sampled,uniform,128,0.1,q,-0.1592644851659651,-0.16025549797543379,-0.1582734723564964,20
main,detached_conditional_sampled,uniform,128,0.1,pi1_a0,-0.10354418101539717,-0.10372598528267245,-0.10336237674812189,20
main,detached_conditional_oracle,uniform,128,0.2,population_return,-0.3579807833374073,-0.3591943848914968,-0.3567671817833178,20
main,detached_conditional_oracle,uniform,128,0.2,q,-0.3629103713898641,-0.36512275218717,-0.3606979905925582,20
main,detached_conditional_oracle,uniform,128,0.2,pi1_a0,-0.22293219535355457,-0.2237752718170837,-0.22208911889002544,20
main,complete_weighted_oracle,uniform,128,0.2,population_return,-0.37669777636115986,-0.37794728395533006,-0.37544826876698967,20
main,complete_weighted_oracle,uniform,128,0.2,q,-0.4029664451929186,-0.40523898301075345,-0.4006939073750837,20
main,complete_weighted_oracle,uniform,128,0.2,pi1_a0,-0.2280471582897594,-0.2289689899592974,-0.22712532662022142,20
main,uniform_action_oracle,uniform,128,0.2,population_return,-0.3728879535321471,-0.3743319761283179,-0.3714439309359763,20
