experiment,method,initialization,n,beta,alpha,n_seeds,reward_noise_std,center_returns,normalize_returns,metric,mean,ci_lower,ci_upper,finite_fraction
main,full_pooled_fisher_oracle,uniform,32,0.2,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,full_pooled_fisher_oracle,uniform,32,0.2,0.05,100,0.0,0,0,empirical_fisher_rank,3.99,3.970157830650387,4.009842169349613,1.0
main,detached_conditional_sampled,uniform,32,0.2,0.05,100,0.0,0,0,population_return,0.615263198770617,0.614483740633005,0.6160426569082289,1.0
main,detached_conditional_sampled,uniform,32,0.2,0.05,100,0.0,0,0,q,0.6185621274464831,0.6168697338721013,0.6202545210208649,1.0
main,detached_conditional_sampled,uniform,32,0.2,0.05,100,0.0,0,0,pi1_a0,0.7639014355152685,0.7634529984207851,0.7643498726097518,1.0
main,detached_conditional_sampled,uniform,32,0.2,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,detached_conditional_sampled,uniform,32,0.2,0.05,100,0.0,0,0,empirical_fisher_rank,3.99,3.970157830650387,4.009842169349613,1.0
main,reward_only,uniform,128,0.0,0.05,100,0.0,0,0,population_return,0.9734542099733793,0.9734143485018388,0.9734940714449197,1.0
main,reward_only,uniform,128,0.0,0.05,100,0.0,0,0,q,0.9830406223372675,0.9830008039336728,0.9830804407408622,1.0
main,reward_only,uniform,128,0.0,0.05,100,0.0,0,0,pi1_a0,0.9860949565964385,0.9860743414484805,0.9861155717443966,1.0
main,reward_only,uniform,128,0.0,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
